event_id,customer_id,abandoned_at,cart_value,items_count,device,is_returning_customer,minutes_since_abandon,hour_of_day,session_seconds,reached_payment_page,checkout_errors_logged,payment_attempts_started,true_root_cause,logged_action,logged_recovered,po_do_nothing,po_send_reminder_email,po_send_reminder_whatsapp,po_offer_bounded_discount@5,po_offer_bounded_discount@10
cart_001301,cust_000739,2026-06-16T16:13:00,1544.22,4,desktop,False,720,16,559,True,3,2,technical_friction,offer_bounded_discount@5,False,False,False,False,False,False
cart_001302,cust_001005,2026-02-20T06:03:00,24770.44,3,mobile,False,180,6,193,True,2,0,technical_friction,send_reminder_email,False,False,False,False,False,False
cart_001303,cust_000119,2026-03-09T14:51:00,6902.17,5,mobile,False,10,14,527,True,3,1,technical_friction,offer_bounded_discount@10,True,False,True,True,True,True
cart_001304,cust_001274,2026-02-22T01:46:00,5217.54,1,desktop,True,30,1,321,True,1,0,price_sensitivity,send_reminder_email,True,False,True,False,False,False
cart_001305,cust_001276,2026-06-02T23:41:00,1443.65,2,desktop,True,180,23,243,False,0,0,price_sensitivity,offer_bounded_discount@5,True,False,True,True,True,True
cart_001306,cust_000118,2026-01-11T17:47:00,8073.38,2,desktop,False,30,17,792,False,0,0,high_cart_hesitation,send_reminder_email,False,False,False,False,False,False
cart_001307,cust_000860,2026-07-10T06:24:00,6308.09,4,mobile,True,1440,6,422,False,0,0,comparison_shopping,offer_bounded_discount@10,False,False,False,False,False,False
cart_001308,cust_000920,2026-07-07T11:39:00,1033.19,3,mobile,False,720,11,497,False,0,0,comparison_shopping,send_reminder_whatsapp,True,False,False,True,False,False
cart_001309,cust_000356,2026-04-27T01:09:00,1211.46,2,mobile,True,30,1,200,True,1,0,price_sensitivity,send_reminder_email,False,False,False,True,False,True
cart_001310,cust_001061,2026-07-09T06:07:00,27015.34,1,mobile,False,180,6,1007,False,0,0,high_cart_hesitation,send_reminder_email,False,False,False,False,False,True
cart_001311,cust_000215,2026-03-07T21:10:00,19811.36,3,tablet,True,30,21,430,False,0,0,high_cart_hesitation,do_nothing,False,False,True,False,False,False
cart_001312,cust_001344,2026-07-16T23:40:00,3896.09,1,mobile,True,30,23,970,False,0,0,comparison_shopping,offer_bounded_discount@10,False,False,False,False,False,False
cart_001313,cust_000603,2026-05-18T04:57:00,12622.45,1,tablet,True,10,4,553,False,0,0,comparison_shopping,do_nothing,False,False,False,False,False,False
cart_001314,cust_001366,2026-03-20T05:10:00,2081.52,3,tablet,False,60,5,146,False,0,0,price_sensitivity,offer_bounded_discount@5,False,False,False,False,False,True
cart_001315,cust_000432,2026-06-10T08:37:00,2275.09,1,mobile,False,1440,8,140,False,1,0,price_sensitivity,do_nothing,False,False,False,False,False,False
cart_001316,cust_001227,2026-02-23T19:23:00,2905.43,1,mobile,False,720,19,102,False,0,0,price_sensitivity,offer_bounded_discount@10,False,False,False,False,False,False
cart_001317,cust_001052,2026-04-03T18:48:00,13543.47,3,tablet,True,180,18,850,False,1,0,high_cart_hesitation,send_reminder_email,False,False,False,False,False,False
cart_001318,cust_000497,2026-02-16T03:44:00,4658.04,4,desktop,True,1440,3,22,False,0,0,comparison_shopping,do_nothing,False,False,False,False,False,True
cart_001319,cust_000426,2026-04-17T22:58:00,5474.44,6,tablet,True,1440,22,505,True,3,1,technical_friction,send_reminder_whatsapp,True,False,True,True,True,False
cart_001320,cust_001353,2026-03-02T05:45:00,1667.36,2,tablet,True,720,5,413,True,3,1,technical_friction,send_reminder_email,False,False,False,False,True,True
cart_001321,cust_001226,2026-02-09T09:26:00,3651.62,6,mobile,False,30,9,602,True,1,1,technical_friction,send_reminder_whatsapp,True,False,True,True,True,False
cart_001322,cust_001037,2026-02-02T00:04:00,8565.09,1,mobile,True,30,0,635,True,0,0,high_cart_hesitation,offer_bounded_discount@5,False,False,False,False,False,False
cart_001323,cust_001478,2026-02-26T18:13:00,4268.45,3,desktop,True,180,18,820,False,0,0,high_cart_hesitation,offer_bounded_discount@5,True,False,True,False,True,True
cart_001324,cust_000712,2026-06-24T23:58:00,1109.66,1,mobile,True,720,23,127,False,0,0,price_sensitivity,do_nothing,True,True,True,True,False,True
cart_001325,cust_001065,2026-01-01T20:26:00,13539.23,2,mobile,False,60,20,646,True,0,0,comparison_shopping,send_reminder_whatsapp,True,False,False,True,False,False
cart_001326,cust_000157,2026-04-23T18:38:00,706.24,5,mobile,True,180,18,228,False,0,0,price_sensitivity,offer_bounded_discount@10,False,False,False,False,False,False
cart_001327,cust_000909,2026-03-28T13:15:00,2834.37,1,mobile,False,10,13,261,True,0,0,price_sensitivity,do_nothing,False,False,False,True,False,False
cart_001328,cust_001135,2026-01-04T03:42:00,7789.61,1,mobile,False,10,3,850,True,0,0,high_cart_hesitation,send_reminder_email,False,True,False,True,False,True
cart_001329,cust_000958,2026-02-11T16:42:00,7983.77,2,mobile,True,180,16,490,False,0,0,high_cart_hesitation,offer_bounded_discount@10,True,False,False,False,False,True
cart_001330,cust_000596,2026-07-11T11:21:00,373.26,4,mobile,False,10,11,589,True,1,1,technical_friction,do_nothing,False,False,False,True,True,False
cart_001331,cust_000720,2026-07-05T08:31:00,7260.25,3,mobile,True,60,8,20,False,1,0,comparison_shopping,send_reminder_email,True,True,True,False,False,True
cart_001332,cust_000500,2026-03-20T07:56:00,4986.72,3,mobile,True,10,7,594,False,0,0,comparison_shopping,offer_bounded_discount@10,True,True,True,True,True,True
cart_001333,cust_001060,2026-06-22T00:45:00,782.81,3,desktop,True,720,0,284,False,0,0,price_sensitivity,send_reminder_email,False,False,False,False,True,True
cart_001334,cust_000953,2026-01-01T10:24:00,1709.27,3,desktop,True,720,10,629,False,1,0,comparison_shopping,offer_bounded_discount@10,True,True,True,False,True,True
cart_001335,cust_000077,2026-01-30T23:46:00,5301.35,1,mobile,True,60,23,305,False,0,0,comparison_shopping,send_reminder_email,True,False,True,True,True,True
cart_001336,cust_000703,2026-03-26T03:31:00,6657.23,3,desktop,True,60,3,568,False,0,0,comparison_shopping,offer_bounded_discount@5,True,False,False,False,True,True
cart_001337,cust_001037,2026-06-07T22:32:00,17936.59,2,mobile,True,720,22,1019,False,0,0,high_cart_hesitation,do_nothing,False,False,False,False,False,False
cart_001338,cust_000568,2026-05-25T20:32:00,3949.6,4,mobile,True,60,20,396,True,1,2,technical_friction,offer_bounded_discount@10,True,False,True,True,False,True
cart_001339,cust_001230,2026-07-04T06:59:00,23168.65,1,mobile,False,60,6,751,False,0,0,comparison_shopping,send_reminder_email,False,False,False,False,False,False
cart_001340,cust_000825,2026-04-15T11:33:00,1465.38,2,mobile,True,60,11,137,False,0,0,price_sensitivity,send_reminder_whatsapp,True,False,True,True,True,True
cart_001341,cust_000172,2026-06-29T02:33:00,18617.02,1,mobile,False,60,2,363,False,0,0,comparison_shopping,do_nothing,False,False,False,True,False,False
cart_001342,cust_000618,2026-06-24T17:22:00,1164.49,1,mobile,True,60,17,426,True,2,1,technical_friction,do_nothing,True,True,True,True,True,True
cart_001343,cust_000261,2026-07-01T22:21:00,41429.59,3,desktop,True,720,22,1327,False,1,0,high_cart_hesitation,send_reminder_email,False,True,False,True,False,False
cart_001344,cust_001464,2026-05-27T07:13:00,1064.88,1,desktop,False,30,7,20,True,0,0,comparison_shopping,send_reminder_whatsapp,False,False,False,False,False,True
cart_001345,cust_000199,2026-03-15T17:49:00,12631.72,2,mobile,True,30,17,706,True,0,0,high_cart_hesitation,send_reminder_email,False,False,False,False,False,False
cart_001346,cust_000850,2026-03-19T05:01:00,18856.61,3,desktop,True,60,5,182,True,0,0,high_cart_hesitation,send_reminder_email,False,False,False,False,False,False
cart_001347,cust_000729,2026-05-06T13:24:00,707.91,2,mobile,True,180,13,192,True,1,0,price_sensitivity,send_reminder_whatsapp,False,False,False,False,True,True
cart_001348,cust_000604,2026-05-12T02:29:00,9839.23,2,mobile,True,720,2,863,False,1,0,high_cart_hesitation,send_reminder_whatsapp,False,False,False,False,True,True
cart_001349,cust_001346,2026-06-08T10:38:00,5292.9,3,mobile,True,30,10,589,True,2,1,technical_friction,send_reminder_email,True,True,True,True,True,True
cart_001350,cust_000928,2026-04-07T18:18:00,6846.37,1,mobile,True,60,18,578,False,0,0,comparison_shopping,do_nothing,False,False,True,False,False,False
cart_001351,cust_001394,2026-05-23T09:04:00,7719.0,3,mobile,False,60,9,358,False,0,0,comparison_shopping,offer_bounded_discount@10,False,False,False,False,False,False
cart_001352,cust_000580,2026-03-24T09:49:00,2947.61,5,mobile,True,180,9,286,False,0,0,comparison_shopping,offer_bounded_discount@10,False,False,False,True,False,False
cart_001353,cust_000114,2026-06-13T11:05:00,3335.08,3,tablet,True,180,11,150,True,1,0,price_sensitivity,offer_bounded_discount@5,True,False,False,False,True,True
cart_001354,cust_000015,2026-03-10T14:23:00,3438.06,1,mobile,True,1440,14,626,False,0,0,comparison_shopping,offer_bounded_discount@5,False,True,False,False,False,False
cart_001355,cust_000729,2026-05-30T00:34:00,8769.77,1,mobile,True,10,0,671,True,3,0,technical_friction,offer_bounded_discount@10,True,False,True,True,True,True
cart_001356,cust_001409,2026-02-24T20:45:00,1408.74,4,mobile,True,60,20,334,True,0,0,price_sensitivity,send_reminder_email,False,False,False,False,False,False
cart_001357,cust_001113,2026-01-10T19:52:00,2608.78,3,mobile,False,720,19,540,True,1,2,technical_friction,offer_bounded_discount@10,False,True,True,True,True,False
cart_001358,cust_000952,2026-05-18T22:11:00,4775.32,1,mobile,False,10,22,472,False,0,0,high_cart_hesitation,send_reminder_email,False,False,False,False,False,False
cart_001359,cust_001287,2026-04-01T01:36:00,54424.59,5,desktop,False,720,1,707,True,1,0,comparison_shopping,offer_bounded_discount@10,False,False,False,False,False,False
cart_001360,cust_000420,2026-02-02T22:42:00,488.05,3,mobile,False,30,22,352,True,0,0,price_sensitivity,offer_bounded_discount@10,True,True,True,False,False,True
cart_001361,cust_000445,2026-05-21T01:07:00,1650.08,2,mobile,True,60,1,160,True,0,0,price_sensitivity,offer_bounded_discount@5,False,False,True,True,False,True
cart_001362,cust_001158,2026-03-15T12:09:00,16214.05,2,mobile,False,60,12,296,True,0,0,high_cart_hesitation,send_reminder_whatsapp,True,False,False,True,True,False
cart_001363,cust_000177,2026-03-23T03:27:00,3721.15,2,mobile,True,60,3,523,False,0,0,comparison_shopping,offer_bounded_discount@10,False,False,False,True,False,False
cart_001364,cust_000890,2026-05-06T00:00:00,6586.09,3,tablet,True,10,0,155,True,0,0,price_sensitivity,offer_bounded_discount@5,True,False,False,False,True,True
cart_001365,cust_000862,2026-07-11T08:12:00,909.6,2,mobile,True,720,8,218,True,0,0,price_sensitivity,offer_bounded_discount@10,True,False,False,True,False,True
cart_001366,cust_001214,2026-02-12T13:57:00,3407.06,4,desktop,True,30,13,239,False,0,0,price_sensitivity,send_reminder_email,False,False,False,True,True,True
cart_001367,cust_000521,2026-02-04T05:37:00,8529.2,1,mobile,True,180,5,412,True,2,2,technical_friction,send_reminder_email,True,True,True,True,True,True
cart_001368,cust_000059,2026-01-06T14:07:00,1325.17,4,desktop,True,720,14,308,False,0,0,comparison_shopping,do_nothing,False,False,True,False,True,False
cart_001369,cust_001371,2026-04-26T09:45:00,6337.75,1,desktop,False,10,9,487,False,0,0,high_cart_hesitation,do_nothing,True,True,True,True,True,True
cart_001370,cust_001009,2026-03-24T13:01:00,4418.87,7,mobile,True,10,13,514,False,0,0,comparison_shopping,offer_bounded_discount@5,False,False,False,False,False,False
cart_001371,cust_000805,2026-01-19T10:54:00,2173.9,1,desktop,True,180,10,397,True,3,1,technical_friction,offer_bounded_discount@10,True,False,True,True,True,True
cart_001372,cust_001408,2026-02-23T16:04:00,3363.36,1,mobile,False,60,16,386,False,1,0,high_cart_hesitation,do_nothing,False,False,False,False,False,False
cart_001373,cust_001132,2026-07-10T23:09:00,351.39,6,mobile,True,10,23,865,False,0,0,comparison_shopping,send_reminder_email,False,False,False,False,False,False
cart_001374,cust_000636,2026-02-05T19:01:00,5420.74,3,mobile,True,60,19,231,True,0,0,price_sensitivity,offer_bounded_discount@5,False,False,False,True,False,False
cart_001375,cust_000174,2026-03-19T07:27:00,14493.69,2,desktop,True,60,7,838,False,0,0,high_cart_hesitation,offer_bounded_discount@10,False,False,False,False,False,False
cart_001376,cust_000518,2026-02-21T22:48:00,2670.92,3,mobile,True,60,22,347,False,0,0,comparison_shopping,offer_bounded_discount@5,True,False,False,False,True,True
cart_001377,cust_000788,2026-01-03T08:24:00,18182.4,3,mobile,True,180,8,280,False,0,0,comparison_shopping,offer_bounded_discount@10,False,False,False,False,False,False
cart_001378,cust_000259,2026-01-31T07:33:00,3961.5,4,desktop,True,720,7,243,False,0,0,comparison_shopping,offer_bounded_discount@5,False,False,True,True,False,True
cart_001379,cust_000795,2026-01-21T15:36:00,462.89,4,mobile,True,60,15,284,True,0,0,price_sensitivity,offer_bounded_discount@10,True,False,False,False,True,True
cart_001380,cust_001057,2026-06-27T14:07:00,3978.87,5,desktop,True,1440,14,373,False,0,0,comparison_shopping,do_nothing,False,False,False,True,False,False
cart_001381,cust_000712,2026-03-27T22:30:00,4053.96,1,mobile,True,30,22,166,False,0,0,price_sensitivity,offer_bounded_discount@5,False,False,False,False,False,False
cart_001382,cust_000960,2026-03-23T13:37:00,2760.51,1,mobile,True,720,13,175,False,0,0,price_sensitivity,offer_bounded_discount@10,False,False,False,True,False,False
cart_001383,cust_000685,2026-04-11T19:56:00,16815.51,1,mobile,True,60,19,503,True,0,0,high_cart_hesitation,send_reminder_email,False,False,False,False,True,False
cart_001384,cust_000170,2026-02-23T10:41:00,894.37,2,desktop,True,30,10,484,True,0,0,comparison_shopping,do_nothing,False,False,False,False,False,False
cart_001385,cust_000943,2026-05-11T11:39:00,13174.14,3,desktop,False,180,11,583,False,1,0,comparison_shopping,send_reminder_email,False,False,False,False,False,False
cart_001386,cust_000585,2026-02-26T17:07:00,2756.24,1,desktop,True,30,17,100,True,0,0,price_sensitivity,offer_bounded_discount@10,False,False,False,False,False,False
cart_001387,cust_001309,2026-03-07T08:47:00,2806.35,8,mobile,True,10,8,20,True,0,0,price_sensitivity,offer_bounded_discount@5,True,True,True,True,True,True
cart_001388,cust_001341,2026-06-17T12:17:00,17343.6,2,mobile,True,30,12,672,True,0,0,high_cart_hesitation,send_reminder_email,False,True,False,True,True,False
cart_001389,cust_000842,2026-01-10T00:41:00,5500.14,4,desktop,False,60,0,262,False,0,0,price_sensitivity,offer_bounded_discount@10,False,False,False,False,False,False
cart_001390,cust_000812,2026-04-16T00:44:00,4019.98,5,mobile,True,720,0,645,False,0,0,comparison_shopping,do_nothing,False,False,True,True,True,True
cart_001391,cust_001016,2026-04-09T01:13:00,6003.83,1,mobile,False,180,1,620,True,0,0,high_cart_hesitation,send_reminder_whatsapp,False,False,False,False,False,False
cart_001392,cust_000669,2026-05-18T18:02:00,3970.02,2,mobile,False,10,18,535,False,1,0,comparison_shopping,send_reminder_email,False,False,False,False,False,True
cart_001393,cust_000523,2026-01-20T13:09:00,3138.01,3,mobile,True,30,13,270,False,0,0,price_sensitivity,offer_bounded_discount@5,False,False,False,False,False,True
cart_001394,cust_001021,2026-01-21T15:35:00,894.79,4,desktop,True,30,15,425,False,0,0,comparison_shopping,send_reminder_email,True,False,True,True,False,True
cart_001395,cust_000750,2026-01-04T08:08:00,1941.57,5,mobile,True,180,8,172,True,0,0,price_sensitivity,offer_bounded_discount@5,False,False,False,False,False,True
cart_001396,cust_001012,2026-06-05T12:52:00,656.51,4,mobile,True,720,12,164,False,0,0,price_sensitivity,send_reminder_whatsapp,False,False,False,False,False,False
cart_001397,cust_001010,2026-01-25T18:48:00,3678.44,3,mobile,True,180,18,504,True,1,2,technical_friction,send_reminder_whatsapp,True,False,False,True,False,True
cart_001398,cust_001273,2026-06-01T11:51:00,3171.19,4,mobile,False,30,11,386,True,0,0,price_sensitivity,send_reminder_whatsapp,True,False,True,True,True,True
cart_001399,cust_000871,2026-02-27T07:28:00,16959.93,2,mobile,False,720,7,510,True,0,0,comparison_shopping,offer_bounded_discount@10,False,False,False,False,False,False
cart_001400,cust_000002,2026-07-06T03:13:00,4975.53,2,mobile,True,180,3,894,True,0,0,high_cart_hesitation,send_reminder_whatsapp,True,False,False,True,False,True
cart_001401,cust_000985,2026-02-27T00:31:00,3385.6,2,mobile,True,180,0,237,True,0,0,price_sensitivity,offer_bounded_discount@5,True,False,False,False,True,True
cart_001402,cust_000739,2026-04-30T16:32:00,2576.48,4,mobile,False,180,16,620,False,1,0,comparison_shopping,send_reminder_email,False,False,False,False,False,True
cart_001403,cust_000666,2026-01-01T18:04:00,3286.18,3,mobile,False,30,18,192,True,0,0,price_sensitivity,offer_bounded_discount@10,True,False,False,False,False,True
cart_001404,cust_000120,2026-05-30T09:06:00,2012.88,4,tablet,True,30,9,430,False,1,0,comparison_shopping,offer_bounded_discount@5,False,False,True,True,False,True
cart_001405,cust_000797,2026-06-06T12:11:00,778.57,2,mobile,True,720,12,127,False,0,0,price_sensitivity,offer_bounded_discount@10,False,False,False,False,False,False
cart_001406,cust_000913,2026-06-13T11:22:00,1102.99,3,mobile,True,180,11,240,False,0,0,price_sensitivity,offer_bounded_discount@10,True,True,False,False,False,True
cart_001407,cust_000282,2026-03-09T02:53:00,903.55,1,mobile,True,180,2,98,True,0,0,price_sensitivity,offer_bounded_discount@10,True,False,False,True,True,True
cart_001408,cust_000902,2026-07-04T23:51:00,1819.31,3,desktop,True,180,23,155,False,0,0,price_sensitivity,offer_bounded_discount@10,False,False,False,False,True,False
cart_001409,cust_001031,2026-03-11T04:27:00,3329.88,4,desktop,True,1440,4,318,False,0,0,comparison_shopping,send_reminder_whatsapp,False,False,False,False,False,False
cart_001410,cust_001235,2026-06-19T05:34:00,12312.07,2,desktop,True,180,5,358,True,0,0,price_sensitivity,do_nothing,False,False,False,False,True,False
cart_001411,cust_000277,2026-02-11T08:37:00,5501.14,2,tablet,True,180,8,730,False,0,0,comparison_shopping,offer_bounded_discount@10,True,False,True,False,True,True
cart_001412,cust_000644,2026-04-02T10:07:00,2302.74,3,mobile,True,30,10,692,True,3,2,technical_friction,send_reminder_email,True,False,True,True,False,True
cart_001413,cust_000508,2026-07-20T14:20:00,18794.86,4,mobile,False,180,14,366,False,1,0,comparison_shopping,offer_bounded_discount@5,False,False,False,False,False,False
cart_001414,cust_000601,2026-03-01T04:01:00,6749.67,1,desktop,False,180,4,817,True,0,0,high_cart_hesitation,send_reminder_whatsapp,False,False,False,False,False,False
cart_001415,cust_001368,2026-06-21T22:21:00,3242.67,2,desktop,True,10,22,269,True,0,0,comparison_shopping,send_reminder_email,True,True,True,False,True,False
cart_001416,cust_000682,2026-07-09T22:21:00,1831.59,1,mobile,False,30,22,220,False,0,0,price_sensitivity,offer_bounded_discount@5,False,True,False,False,False,True
cart_001417,cust_000914,2026-02-26T13:10:00,2228.83,4,mobile,False,1440,13,534,True,0,0,comparison_shopping,offer_bounded_discount@10,True,False,False,False,True,True
cart_001418,cust_001357,2026-06-11T02:41:00,3642.33,2,mobile,True,30,2,465,False,0,0,comparison_shopping,do_nothing,False,False,False,False,False,True
cart_001419,cust_000392,2026-01-09T14:20:00,4474.93,2,tablet,False,30,14,394,False,0,0,comparison_shopping,do_nothing,False,False,False,False,False,False
cart_001420,cust_000965,2026-03-15T09:15:00,261.41,4,desktop,True,60,9,47,True,0,0,price_sensitivity,do_nothing,False,False,False,True,True,True
cart_001421,cust_000227,2026-03-08T12:18:00,2136.98,2,mobile,True,180,12,524,True,1,1,technical_friction,send_reminder_whatsapp,True,False,True,True,True,True
cart_001422,cust_000085,2026-01-18T19:14:00,1226.7,3,desktop,False,1440,19,628,False,0,0,comparison_shopping,send_reminder_whatsapp,False,False,False,False,False,False
cart_001423,cust_000319,2026-07-16T13:07:00,17389.08,4,mobile,False,1440,13,219,True,0,0,price_sensitivity,offer_bounded_discount@10,False,False,False,False,False,False
cart_001424,cust_000394,2026-02-25T02:10:00,11568.72,1,desktop,True,10,2,615,False,0,0,high_cart_hesitation,offer_bounded_discount@5,False,False,False,False,False,True
cart_001425,cust_001391,2026-03-14T07:29:00,1822.87,3,mobile,True,180,7,296,False,1,0,price_sensitivity,offer_bounded_discount@5,True,False,False,False,True,False
cart_001426,cust_000008,2026-02-13T20:15:00,1186.26,5,mobile,True,720,20,534,True,1,0,technical_friction,send_reminder_whatsapp,False,False,False,False,True,False
cart_001427,cust_001131,2026-06-16T14:56:00,4612.2,4,desktop,True,30,14,425,True,3,1,technical_friction,offer_bounded_discount@5,False,False,False,True,False,True
cart_001428,cust_000007,2026-07-16T00:27:00,5559.45,2,mobile,True,720,0,963,False,0,0,comparison_shopping,do_nothing,False,False,False,False,False,False
cart_001429,cust_000740,2026-06-03T15:01:00,3196.3,1,desktop,False,180,15,248,False,0,0,price_sensitivity,send_reminder_whatsapp,False,False,False,False,False,True
cart_001430,cust_000149,2026-02-09T13:20:00,905.16,3,mobile,True,10,13,481,True,0,0,comparison_shopping,offer_bounded_discount@5,False,False,True,True,False,True
cart_001431,cust_000175,2026-05-29T02:06:00,16301.41,2,mobile,True,30,2,428,True,0,0,high_cart_hesitation,offer_bounded_discount@10,False,False,False,False,False,False
cart_001432,cust_001035,2026-01-17T18:46:00,1879.69,3,mobile,True,10,18,386,True,0,0,price_sensitivity,send_reminder_whatsapp,False,False,True,False,False,False
cart_001433,cust_000776,2026-03-06T08:36:00,2087.01,4,mobile,True,720,8,461,True,2,2,technical_friction,send_reminder_whatsapp,True,False,True,True,True,True
cart_001434,cust_000683,2026-01-03T01:17:00,1619.36,3,mobile,False,1440,1,262,True,0,0,price_sensitivity,do_nothing,False,False,False,True,False,False
cart_001435,cust_000602,2026-03-07T01:32:00,2079.45,3,mobile,True,1440,1,28,True,0,0,price_sensitivity,offer_bounded_discount@10,True,False,False,False,False,True
cart_001436,cust_000515,2026-01-27T23:44:00,2258.1,2,mobile,True,10,23,285,False,0,0,price_sensitivity,do_nothing,False,False,True,False,True,True
cart_001437,cust_000516,2026-03-03T14:46:00,18516.02,2,mobile,False,180,14,426,False,0,0,high_cart_hesitation,offer_bounded_discount@10,False,False,False,False,False,False
cart_001438,cust_000066,2026-06-27T11:37:00,4751.66,1,mobile,False,180,11,22,False,0,0,price_sensitivity,send_reminder_email,False,False,False,False,False,False
cart_001439,cust_000911,2026-06-29T18:14:00,6950.53,3,desktop,True,180,18,720,True,0,0,comparison_shopping,do_nothing,False,False,True,False,False,True
cart_001440,cust_000167,2026-01-27T06:30:00,1022.41,4,mobile,False,720,6,284,True,0,0,price_sensitivity,send_reminder_whatsapp,False,False,False,False,True,False
cart_001441,cust_001293,2026-02-13T08:46:00,16377.27,1,tablet,False,30,8,635,False,0,0,high_cart_hesitation,send_reminder_email,False,False,False,False,False,False
cart_001442,cust_001054,2026-05-27T06:42:00,615.88,1,mobile,True,30,6,257,False,0,0,price_sensitivity,offer_bounded_discount@5,False,False,False,False,False,False
cart_001443,cust_000889,2026-06-12T21:15:00,1060.06,3,mobile,True,10,21,217,True,1,0,price_sensitivity,offer_bounded_discount@5,False,False,False,False,False,False
cart_001444,cust_001206,2026-06-16T22:17:00,9105.71,2,mobile,True,720,22,42,True,0,0,price_sensitivity,do_nothing,False,False,True,False,True,False
cart_001445,cust_001404,2026-06-19T15:57:00,2712.2,1,mobile,True,180,15,373,True,0,0,price_sensitivity,do_nothing,False,False,False,False,False,False
cart_001446,cust_000384,2026-01-16T01:26:00,14028.27,3,desktop,True,30,1,538,True,0,1,high_cart_hesitation,send_reminder_whatsapp,True,False,True,True,False,True
cart_001447,cust_000512,2026-07-05T12:43:00,5062.54,1,mobile,False,10,12,279,False,0,0,comparison_shopping,send_reminder_whatsapp,False,True,True,False,True,True
cart_001448,cust_001038,2026-06-13T18:15:00,12405.18,3,mobile,True,1440,18,324,False,1,0,comparison_shopping,offer_bounded_discount@10,True,False,True,False,False,True
cart_001449,cust_001288,2026-04-19T05:48:00,4184.61,2,desktop,True,10,5,279,False,0,0,comparison_shopping,offer_bounded_discount@10,True,False,True,True,True,True
cart_001450,cust_001218,2026-06-15T20:24:00,6045.42,1,mobile,True,720,20,365,True,1,2,technical_friction,send_reminder_email,True,False,True,True,False,True
cart_001451,cust_000954,2026-02-08T10:31:00,1997.86,3,tablet,True,30,10,230,False,1,0,price_sensitivity,send_reminder_whatsapp,False,False,True,False,False,False
cart_001452,cust_000426,2026-01-12T13:55:00,2362.22,3,tablet,True,1440,13,800,False,0,0,comparison_shopping,send_reminder_email,False,False,False,True,True,False
cart_001453,cust_001028,2026-02-02T08:42:00,13243.44,1,desktop,True,1440,8,265,True,2,2,technical_friction,do_nothing,False,False,True,False,False,False
cart_001454,cust_001287,2026-03-27T19:29:00,2676.27,6,tablet,True,60,19,243,False,3,2,technical_friction,offer_bounded_discount@5,True,False,True,True,True,False
cart_001455,cust_000071,2026-04-16T20:52:00,13595.81,1,mobile,True,720,20,633,True,1,2,technical_friction,send_reminder_whatsapp,True,False,False,True,True,True
cart_001456,cust_000425,2026-05-06T17:42:00,697.19,2,desktop,True,1440,17,284,False,0,0,price_sensitivity,do_nothing,False,False,False,False,False,True
cart_001457,cust_001235,2026-06-12T17:37:00,5844.37,3,tablet,True,1440,17,625,False,0,0,high_cart_hesitation,offer_bounded_discount@10,False,False,False,True,False,False
cart_001458,cust_001272,2026-03-15T05:37:00,1470.0,3,desktop,False,30,5,312,False,3,1,technical_friction,offer_bounded_discount@10,True,False,True,True,True,True
cart_001459,cust_000248,2026-06-01T18:34:00,5111.02,4,mobile,True,60,18,343,True,0,0,price_sensitivity,send_reminder_email,False,False,False,False,True,True
cart_001460,cust_001058,2026-05-13T23:25:00,3810.9,2,desktop,True,30,23,480,True,2,1,technical_friction,offer_bounded_discount@10,True,False,True,True,True,True
cart_001461,cust_000518,2026-05-23T19:12:00,17179.21,1,mobile,True,30,19,726,False,0,0,high_cart_hesitation,do_nothing,False,False,False,False,False,False
cart_001462,cust_001253,2026-05-21T10:01:00,27044.58,1,desktop,False,10,10,731,False,0,0,comparison_shopping,do_nothing,False,False,True,True,True,True
cart_001463,cust_000588,2026-01-05T08:55:00,8308.39,3,mobile,False,10,8,871,True,0,0,high_cart_hesitation,send_reminder_email,False,False,False,False,False,False
cart_001464,cust_001119,2026-03-19T06:38:00,913.69,3,mobile,True,720,6,387,False,1,0,comparison_shopping,send_reminder_email,False,False,False,True,True,True
cart_001465,cust_000522,2026-01-19T01:47:00,10310.53,3,mobile,True,180,1,700,False,0,0,comparison_shopping,offer_bounded_discount@5,True,False,False,True,True,False
cart_001466,cust_000816,2026-04-11T06:38:00,17833.82,2,desktop,False,720,6,884,False,0,0,high_cart_hesitation,send_reminder_whatsapp,False,False,False,False,False,False
cart_001467,cust_001425,2026-07-18T23:55:00,1357.13,2,mobile,False,180,23,165,False,0,0,price_sensitivity,offer_bounded_discount@5,True,False,False,False,True,True
cart_001468,cust_001401,2026-07-17T06:12:00,14182.75,3,desktop,False,180,6,281,True,0,0,price_sensitivity,do_nothing,True,True,False,False,True,True
cart_001469,cust_000133,2026-05-05T18:18:00,766.97,6,desktop,True,10,18,140,False,0,0,price_sensitivity,send_reminder_whatsapp,False,False,True,False,True,True
cart_001470,cust_000690,2026-07-17T19:17:00,10788.26,5,desktop,False,30,19,603,True,0,0,comparison_shopping,offer_bounded_discount@10,True,False,False,False,True,True
cart_001471,cust_001127,2026-01-17T09:34:00,10103.85,6,desktop,True,1440,9,642,False,0,0,comparison_shopping,offer_bounded_discount@5,True,True,False,False,True,False
cart_001472,cust_001429,2026-05-11T12:50:00,926.94,2,desktop,False,1440,12,394,True,1,2,technical_friction,do_nothing,False,False,False,False,False,False
