customer_id,segment,tenure_months,prior_successful_payments,prior_late_payments,estimated_annual_value_inr,gross_margin_pct,repeat_purchase_probability,prior_coupon_redemptions,contacts_last_7d,hours_since_last_contact,email_consent,whatsapp_consent,sms_consent,dnd_flagged
cust_000610,enterprise,55,41,2,4372336.32,23.0,0.386,0,1,64.3,True,True,True,False
cust_000611,consumer,26,27,0,3105.39,45.3,0.309,0,2,38.7,True,True,False,False
cust_000612,consumer,7,3,2,7441.39,47.7,0.02,1,2,93.1,True,False,True,False
cust_000613,consumer,22,17,1,32340.36,46.3,0.11,3,0,1858.5,True,False,False,False
cust_000614,consumer,36,27,0,29549.18,29.4,0.278,1,1,31.6,False,False,False,False
cust_000615,consumer,45,33,1,35314.81,50.0,0.449,3,0,1075.7,True,True,False,False
cust_000616,consumer,3,8,0,3841.11,35.7,0.356,1,2,23.8,True,False,False,False
cust_000617,consumer,0,0,0,24843.32,52.6,0.023,1,1,41.8,True,False,False,False
cust_000618,consumer,38,34,4,2173.06,40.1,0.197,0,0,573.3,True,True,False,False
cust_000619,enterprise,92,64,3,5510057.5,18.0,0.395,0,0,1021.9,True,False,False,False
cust_000620,consumer,41,40,1,20863.4,52.1,0.3,0,0,1035.4,True,True,False,False
cust_000621,consumer,27,20,0,19935.82,30.3,0.254,0,0,635.8,True,True,False,False
cust_000622,consumer,11,14,0,21688.88,35.3,0.153,2,0,2674.0,True,True,True,False
cust_000623,consumer,21,17,1,36089.41,32.3,0.291,1,0,1379.1,True,False,False,False
cust_000624,smb,53,44,2,210706.26,40.5,0.331,0,0,1600.0,True,True,False,False
cust_000625,enterprise,8,7,0,2775672.54,18.6,0.194,0,0,1631.5,True,False,False,False
cust_000626,consumer,27,23,0,8337.29,47.1,0.207,6,0,1976.5,True,True,True,False
cust_000627,smb,56,44,4,26711.31,26.0,0.195,1,1,164.7,True,True,True,False
cust_000628,consumer,7,3,1,11135.22,35.6,0.137,0,0,2285.3,True,False,False,False
cust_000629,consumer,31,25,2,14861.46,36.2,0.222,1,2,56.3,True,True,False,False
cust_000630,consumer,41,34,2,11399.9,43.8,0.179,0,3,148.6,True,True,False,False
cust_000631,enterprise,93,70,5,2018415.58,21.6,0.273,0,0,1371.0,True,False,False,False
cust_000632,consumer,22,15,0,35849.06,40.1,0.314,3,0,261.2,True,False,True,True
cust_000633,consumer,44,36,1,8012.54,50.0,0.299,1,0,1425.7,True,False,False,False
cust_000634,consumer,0,0,0,6820.12,33.9,0.172,1,0,1049.5,True,False,False,False
cust_000635,consumer,15,7,1,12027.81,45.3,0.157,0,2,9.6,False,False,True,False
cust_000636,consumer,40,37,3,24403.8,38.0,0.098,0,0,1109.0,True,False,False,False
cust_000637,enterprise,51,38,1,1759127.11,14.3,0.19,3,0,2223.3,True,False,True,False
cust_000638,consumer,13,9,2,32765.46,34.0,0.189,0,0,2233.6,True,False,True,False
cust_000639,consumer,11,2,0,7959.97,41.2,0.079,0,0,697.7,True,False,True,False
cust_000640,consumer,41,26,2,38830.23,30.7,0.293,0,0,2514.4,True,False,True,False
cust_000641,consumer,9,2,0,37574.64,44.2,0.175,2,0,2491.1,True,True,True,False
cust_000642,smb,22,17,2,136806.3,31.6,0.167,0,0,1725.0,True,False,True,True
cust_000643,consumer,14,16,0,17371.85,32.0,0.159,3,0,2675.8,True,True,True,False
cust_000644,consumer,18,21,2,14613.66,44.6,0.311,1,0,1685.3,True,False,True,False
cust_000645,consumer,18,10,2,14261.23,30.8,0.103,3,1,119.8,True,True,False,False
cust_000646,consumer,20,19,0,6337.32,40.1,0.245,0,1,25.2,True,True,False,False
cust_000647,consumer,30,22,2,27890.12,39.2,0.141,2,1,42.1,True,False,False,False
cust_000648,smb,51,33,2,51774.73,36.3,0.315,0,0,769.2,True,True,True,False
cust_000649,consumer,22,14,1,14753.91,50.9,0.165,0,1,93.1,False,False,True,False
cust_000650,smb,17,12,1,385579.75,36.1,0.263,1,1,13.3,True,False,True,False
cust_000651,consumer,4,2,0,992.87,50.4,0.234,0,0,1676.9,False,False,False,False
cust_000652,consumer,0,0,0,11827.38,32.2,0.151,0,1,114.5,True,False,False,False
cust_000653,consumer,45,31,2,9478.94,53.1,0.305,0,2,125.1,True,True,False,False
cust_000654,enterprise,25,17,3,4954385.36,21.5,0.182,2,1,33.5,True,True,False,False
cust_000655,consumer,18,12,1,6929.04,30.9,0.204,3,0,764.8,False,True,True,False
cust_000656,consumer,30,24,1,2304.38,36.5,0.2,0,0,2305.2,True,False,False,False
cust_000657,consumer,47,40,2,20391.35,41.6,0.261,2,0,2632.7,True,True,False,False
cust_000658,consumer,45,35,2,9647.02,33.8,0.22,1,3,102.7,True,False,False,False
cust_000659,consumer,39,18,3,34310.13,39.6,0.128,0,0,1909.1,True,True,False,False
cust_000660,smb,20,20,0,311200.58,28.2,0.304,0,0,1027.7,True,True,True,False
cust_000661,smb,60,45,3,118018.76,31.5,0.464,1,0,547.1,True,True,False,False
cust_000662,smb,18,11,0,187514.52,32.2,0.293,0,2,166.5,True,False,True,False
cust_000663,consumer,35,30,1,813.75,51.0,0.305,0,0,1287.0,True,True,False,False
cust_000664,smb,61,56,5,61465.24,25.6,0.176,0,0,1158.8,True,True,False,False
cust_000665,consumer,34,29,1,6651.77,40.7,0.202,0,0,1264.8,False,True,False,False
cust_000666,consumer,1,0,0,38129.48,46.5,0.18,0,0,2194.2,True,False,False,False
cust_000667,smb,13,11,1,360083.5,30.6,0.157,0,2,81.4,True,False,False,False
cust_000668,smb,75,61,2,167872.43,22.2,0.495,1,0,2961.8,True,False,False,False
cust_000669,consumer,29,25,0,37385.87,41.5,0.396,1,0,2222.4,False,False,False,False
cust_000670,consumer,37,33,2,4349.12,33.9,0.192,0,0,2866.7,False,False,True,False
cust_000671,consumer,19,14,0,20332.37,51.4,0.116,0,0,1186.2,True,False,False,False
cust_000672,consumer,27,23,2,15238.3,42.9,0.172,1,1,118.2,False,False,True,False
cust_000673,smb,13,16,0,266857.34,34.3,0.252,2,2,17.7,True,True,True,False
cust_000674,consumer,14,17,2,31186.77,42.9,0.217,2,0,2742.4,True,False,False,False
cust_000675,smb,66,51,3,127769.68,39.6,0.476,2,0,876.4,True,True,True,False
cust_000676,consumer,33,21,4,32891.36,44.2,0.221,6,0,2004.4,True,False,False,False
cust_000677,consumer,46,36,1,7361.83,52.4,0.295,0,1,85.2,True,False,False,False
cust_000678,consumer,35,28,2,6782.6,36.7,0.367,0,0,1722.3,False,False,True,False
cust_000679,enterprise,97,78,5,1363364.48,24.4,0.44,2,1,135.8,True,True,True,False
cust_000680,consumer,1,4,0,25716.27,43.6,0.123,0,2,16.5,True,True,False,False
cust_000681,consumer,1,0,0,16842.93,41.1,0.115,0,2,106.8,True,True,True,False
cust_000682,consumer,40,44,1,24462.87,28.8,0.17,1,0,2276.8,False,True,True,True
cust_000683,consumer,9,7,0,9044.11,37.9,0.174,0,0,2136.5,True,True,True,False
cust_000684,smb,39,22,3,197476.62,38.2,0.27,0,1,120.8,True,True,False,False
cust_000685,consumer,13,8,1,38173.6,41.2,0.116,2,1,105.0,True,False,False,False
cust_000686,consumer,4,6,0,18251.43,52.0,0.074,3,2,89.6,True,True,False,False
cust_000687,consumer,15,14,0,3369.29,45.7,0.31,0,0,230.5,True,False,False,False
cust_000688,consumer,24,20,2,11702.76,33.7,0.145,2,1,96.8,True,False,False,False
cust_000689,consumer,3,0,0,32207.65,41.5,0.157,0,0,1115.2,True,False,True,False
cust_000690,smb,2,3,0,366424.39,27.7,0.3,0,1,12.6,True,False,False,False
cust_000691,smb,53,36,2,50311.54,37.5,0.303,0,3,83.4,True,False,False,False
cust_000692,consumer,14,13,1,2389.45,28.3,0.143,0,0,2726.4,True,False,False,False
cust_000693,smb,35,24,3,355661.35,22.9,0.22,0,1,133.2,True,False,False,False
cust_000694,consumer,20,23,0,34544.85,48.3,0.156,0,0,1818.1,True,False,True,False
cust_000695,consumer,16,15,0,30764.98,47.2,0.335,0,1,143.9,True,True,False,False
cust_000696,consumer,29,25,2,32831.2,33.1,0.123,2,1,53.1,True,True,False,False
cust_000697,consumer,23,15,0,15730.24,40.2,0.205,0,0,1384.7,True,False,False,False
cust_000698,consumer,6,6,0,29928.53,34.5,0.29,0,0,2795.4,True,False,True,False
cust_000699,consumer,3,3,1,17932.95,38.0,0.156,3,0,730.5,True,True,False,False
cust_000700,consumer,3,2,0,26030.62,53.9,0.223,0,0,834.1,True,False,False,False
cust_000701,smb,36,29,2,208165.23,25.4,0.343,1,0,208.7,True,False,False,False
cust_000702,smb,32,27,2,84688.38,35.6,0.021,1,0,258.3,True,False,True,False
cust_000703,consumer,22,20,0,38796.89,43.7,0.242,0,1,95.7,False,False,False,False
cust_000704,consumer,6,2,1,4449.7,49.7,0.085,1,0,1484.5,True,True,False,False
cust_000705,consumer,38,34,0,19632.02,35.3,0.288,0,0,816.7,False,True,True,False
cust_000706,consumer,27,25,4,14697.09,48.1,0.02,3,1,151.2,True,False,False,False
cust_000707,consumer,21,8,2,15945.54,39.3,0.171,0,0,1161.2,True,False,False,False
cust_000708,smb,38,32,1,61872.42,22.2,0.231,0,0,655.3,True,True,True,False
cust_000709,consumer,37,25,3,5375.71,41.2,0.21,2,0,585.6,True,False,False,False
cust_000710,consumer,5,3,0,28671.29,31.9,0.228,0,2,42.5,True,True,False,False
cust_000711,smb,40,30,0,246874.74,25.5,0.374,2,0,2349.4,True,True,True,False
cust_000712,consumer,40,33,0,18715.6,33.0,0.391,1,0,2118.5,True,True,False,False
cust_000713,consumer,35,30,2,1543.67,48.7,0.253,3,1,97.9,True,False,False,False
cust_000714,consumer,25,13,1,5474.47,46.1,0.068,0,0,2961.3,True,False,False,False
cust_000715,consumer,3,1,0,5296.99,43.8,0.153,1,0,1773.7,False,True,False,False
cust_000716,consumer,40,36,2,12780.19,54.7,0.235,0,0,538.9,True,True,False,False
cust_000717,consumer,3,0,0,37078.76,36.1,0.167,0,1,44.5,True,False,False,False
cust_000718,consumer,1,0,0,7799.91,50.1,0.149,0,0,2069.1,False,False,False,False
cust_000719,consumer,6,0,0,18826.57,50.0,0.226,0,0,1825.5,True,False,False,False
cust_000720,smb,47,37,1,385862.68,31.4,0.383,2,0,1176.7,True,True,True,False
cust_000721,consumer,46,36,3,22744.34,40.4,0.21,2,1,155.2,True,False,False,False
cust_000722,consumer,11,9,0,23253.54,53.0,0.243,6,0,1928.9,True,True,False,False
cust_000723,consumer,6,7,0,20227.64,46.3,0.226,2,2,133.9,True,False,False,False
cust_000724,enterprise,22,24,1,652981.88,18.0,0.136,1,0,687.4,True,True,True,False
cust_000725,consumer,12,10,0,10473.55,39.8,0.25,0,1,136.0,True,False,False,False
cust_000726,consumer,8,2,1,35784.99,37.7,0.198,2,2,108.3,True,False,False,False
cust_000727,consumer,39,32,2,36040.35,51.0,0.164,1,2,96.0,True,False,True,False
cust_000728,consumer,34,35,1,13571.33,34.0,0.255,0,2,162.7,True,False,False,False
cust_000729,consumer,25,26,2,24936.47,42.7,0.124,3,3,110.1,True,False,True,False
cust_000730,consumer,13,15,0,22109.95,47.8,0.244,0,2,152.0,True,False,True,False
cust_000731,enterprise,26,18,2,5358856.21,21.7,0.287,0,0,830.7,True,True,False,False
cust_000732,consumer,3,4,1,1540.98,49.1,0.044,0,0,1283.9,True,True,False,False
cust_000733,consumer,7,9,0,35937.3,54.5,0.217,0,0,849.7,True,True,False,False
cust_000734,smb,74,61,3,37396.29,38.0,0.382,0,0,1079.6,True,False,False,False
cust_000735,consumer,42,34,2,5333.87,30.1,0.358,0,1,60.6,False,True,False,False
cust_000736,smb,39,33,1,350208.96,26.9,0.24,0,0,2861.6,True,True,False,False
cust_000737,consumer,19,14,0,29805.39,33.7,0.332,0,3,117.6,True,False,True,False
cust_000738,consumer,17,14,0,23735.49,36.1,0.266,0,0,1443.3,True,True,False,False
cust_000739,consumer,2,0,0,21891.19,37.4,0.176,3,2,152.5,True,False,False,False
cust_000740,smb,57,51,2,348982.07,37.7,0.354,6,2,49.0,False,True,True,False
cust_000741,smb,35,23,2,81768.57,29.6,0.048,0,0,2438.8,True,True,True,False
cust_000742,consumer,25,19,2,2024.95,35.4,0.111,0,0,2050.2,True,False,False,True
cust_000743,consumer,2,0,0,38652.48,41.0,0.111,0,2,47.2,True,True,True,False
cust_000744,smb,37,29,2,118625.51,31.9,0.319,0,1,31.8,True,True,True,False
cust_000745,consumer,45,31,5,39682.86,54.3,0.196,2,0,325.3,True,True,False,False
cust_000746,consumer,13,12,0,13368.67,38.0,0.099,0,0,2406.9,True,True,False,False
cust_000747,enterprise,13,4,3,1213783.07,14.7,0.037,0,0,2462.5,True,False,False,False
cust_000748,consumer,13,9,0,15464.17,43.7,0.211,6,2,166.7,True,False,False,False
cust_000749,consumer,7,0,0,33980.01,42.2,0.207,1,0,953.7,True,True,True,False
cust_000750,smb,48,44,2,107738.47,28.3,0.093,0,0,1769.3,True,True,False,False
cust_000751,smb,31,28,2,236350.06,38.5,0.284,2,0,1837.3,True,True,True,False
cust_000752,consumer,26,12,1,20448.52,32.0,0.24,0,0,1372.2,True,False,False,False
cust_000753,smb,57,47,4,29093.96,25.3,0.301,1,0,1382.6,True,False,True,False
cust_000754,consumer,21,18,1,23863.38,44.6,0.199,0,0,1459.3,True,True,False,False
cust_000755,consumer,37,25,4,36695.5,53.3,0.263,1,0,2018.3,True,False,False,False
cust_000756,enterprise,30,28,2,1623902.21,21.9,0.116,3,0,1275.4,True,False,True,False
cust_000757,smb,28,21,2,183604.31,27.6,0.154,0,0,1006.0,True,True,True,False
cust_000758,consumer,38,29,1,30262.02,53.0,0.313,2,0,2727.1,False,False,False,True
cust_000759,smb,5,11,1,160425.41,27.6,0.113,0,0,1470.8,True,False,False,False
cust_000760,smb,65,58,3,119961.48,39.3,0.376,0,1,122.5,True,True,True,False
cust_000761,consumer,4,5,1,28418.99,36.5,0.097,3,1,54.0,True,False,False,True
cust_000762,consumer,0,1,0,10213.59,43.8,0.18,0,0,1590.8,True,False,True,False
cust_000763,smb,29,27,0,21215.13,23.3,0.247,0,0,936.6,True,True,False,False
cust_000764,consumer,11,13,0,35176.64,50.7,0.081,1,0,1027.2,True,False,False,False
cust_000765,consumer,28,22,2,13353.18,45.9,0.261,0,0,2151.5,True,False,False,False
cust_000766,consumer,26,20,2,27645.27,28.8,0.243,1,0,2090.0,True,False,False,False
cust_000767,consumer,31,21,2,29263.38,37.2,0.152,0,0,666.3,True,False,False,False
cust_000768,consumer,38,34,2,21820.81,53.7,0.256,0,1,11.6,True,True,False,False
cust_000769,smb,52,38,3,346694.68,26.6,0.101,0,0,2253.3,True,True,True,False
cust_000770,consumer,25,19,1,31758.07,29.1,0.137,0,1,136.8,True,True,False,False
cust_000771,smb,11,4,0,48078.29,36.4,0.111,0,1,102.0,True,False,False,False
cust_000772,consumer,19,15,0,31498.48,39.5,0.191,6,0,1254.4,True,True,False,False
cust_000773,consumer,44,35,4,21561.55,34.6,0.216,0,0,1730.4,True,True,False,False
cust_000774,consumer,23,17,2,19333.85,30.9,0.159,1,0,2837.9,True,True,False,False
cust_000775,consumer,36,27,0,30542.97,29.6,0.297,2,1,7.1,True,False,False,False
cust_000776,consumer,35,25,3,31890.48,42.7,0.145,1,1,166.8,True,True,False,False
cust_000777,smb,22,23,2,217576.83,24.4,0.331,0,2,83.7,True,True,True,False
cust_000778,consumer,0,0,0,12221.67,39.8,0.107,1,0,2020.6,True,False,True,False
cust_000779,smb,68,50,4,249716.76,31.4,0.371,2,3,155.9,True,False,True,False
cust_000780,consumer,30,23,2,3148.4,54.4,0.176,0,0,1512.3,True,True,False,False
cust_000781,consumer,12,4,1,11345.93,50.2,0.09,0,1,68.3,True,False,False,False
cust_000782,consumer,46,34,2,9049.44,32.8,0.16,0,0,2589.5,True,False,False,False
cust_000783,smb,28,21,2,83877.77,37.7,0.2,2,0,661.5,True,True,False,False
cust_000784,consumer,28,20,3,17303.53,40.7,0.177,2,1,60.3,True,True,True,False
cust_000785,consumer,10,11,0,37846.85,50.5,0.041,1,0,2409.1,True,False,False,False
cust_000786,consumer,23,16,2,34287.21,48.8,0.061,3,0,1247.8,False,False,True,False
cust_000787,consumer,37,24,1,12760.43,30.5,0.313,3,0,293.9,True,False,True,False
cust_000788,consumer,40,38,2,2760.47,43.4,0.142,0,0,2299.8,True,False,True,False
cust_000789,consumer,45,36,3,6551.07,47.9,0.209,0,1,10.4,True,True,True,False
cust_000790,enterprise,55,41,4,4034099.77,25.8,0.388,0,3,121.6,True,True,False,False
cust_000791,consumer,3,0,0,3065.72,50.3,0.161,0,0,971.5,True,False,True,False
cust_000792,smb,2,4,1,138242.52,33.2,0.145,3,0,2770.4,True,True,True,False
cust_000793,consumer,10,6,0,31655.1,33.9,0.213,2,0,2544.5,True,False,True,False
cust_000794,consumer,3,1,1,15482.76,35.8,0.02,0,0,2942.0,True,False,True,False
cust_000795,consumer,41,36,2,21160.19,50.4,0.209,3,0,636.0,True,False,False,False
cust_000796,consumer,18,6,1,8694.15,46.9,0.202,2,0,1509.5,True,True,False,False
cust_000797,consumer,37,27,0,13258.14,43.2,0.154,0,0,1204.9,False,True,False,False
cust_000798,smb,25,17,1,366996.55,28.1,0.364,0,0,1417.9,True,False,True,False
cust_000799,consumer,43,35,3,16345.55,29.1,0.207,3,2,19.0,True,True,False,False
cust_000800,consumer,10,17,0,36932.97,51.9,0.258,2,0,1132.8,False,False,True,False
cust_000801,smb,60,58,3,170477.67,31.2,0.255,0,0,716.9,True,True,False,False
cust_000802,consumer,23,22,2,695.32,32.3,0.139,0,0,1497.8,True,False,False,False
cust_000803,smb,53,44,4,313838.97,40.0,0.125,0,0,400.6,True,False,False,False
cust_000804,consumer,15,14,0,15080.74,37.2,0.212,1,0,726.3,True,False,False,False
cust_000805,consumer,18,5,0,12788.14,46.2,0.23,6,0,1315.0,True,True,False,False
cust_000806,smb,53,40,4,325349.1,22.2,0.176,0,2,68.1,True,True,True,False
cust_000807,consumer,28,25,1,20331.43,49.1,0.082,6,0,700.8,True,False,False,False
cust_000808,consumer,45,38,0,23811.04,33.3,0.306,0,0,1570.9,True,False,False,False
cust_000809,consumer,18,14,0,30789.93,28.6,0.288,0,0,1033.5,True,True,False,False
cust_000810,consumer,11,7,0,3819.85,30.6,0.136,6,1,41.8,True,False,False,False
cust_000811,consumer,4,4,0,13400.24,29.0,0.085,2,0,1635.4,True,True,False,False
cust_000812,consumer,11,4,0,38039.18,34.9,0.238,0,0,930.7,True,False,False,False
cust_000813,smb,49,35,3,237867.69,26.3,0.231,1,0,1604.4,True,True,True,False
cust_000814,consumer,13,12,1,1239.4,39.2,0.02,0,0,250.6,True,True,True,False
cust_000815,smb,77,55,3,179890.62,33.9,0.345,1,0,1095.0,True,True,False,False
cust_000816,consumer,10,15,1,27082.95,34.9,0.271,1,0,781.1,False,True,True,False
cust_000817,consumer,1,0,0,6658.07,43.8,0.081,0,1,126.5,True,False,False,False
cust_000818,consumer,24,21,1,24481.31,50.9,0.32,0,0,2377.1,True,True,False,False
cust_000819,consumer,38,30,1,11515.75,48.8,0.186,1,1,107.2,True,False,True,False
cust_000820,smb,38,32,1,333932.61,31.0,0.248,0,0,682.4,True,True,False,False
cust_000821,consumer,40,36,1,1647.12,34.1,0.22,0,0,1344.6,True,False,True,False
cust_000822,consumer,23,19,0,1397.42,44.2,0.19,3,0,2224.6,True,False,False,False
cust_000823,consumer,4,3,0,35830.6,33.6,0.18,1,3,134.1,False,False,True,False
cust_000824,consumer,10,14,1,10172.11,47.5,0.126,1,0,1278.9,True,False,False,False
cust_000825,smb,79,59,6,265893.95,32.7,0.3,2,0,1315.5,True,False,True,False
cust_000826,consumer,41,38,3,17881.81,49.3,0.229,2,1,62.2,True,True,True,False
cust_000827,consumer,21,11,2,25860.41,30.0,0.119,0,0,1026.8,True,False,False,False
cust_000828,consumer,48,46,3,6030.83,42.1,0.135,0,1,95.8,True,False,False,False
cust_000829,smb,18,11,0,75679.93,27.8,0.298,0,0,1048.3,True,True,False,False
cust_000830,enterprise,109,92,6,3018753.71,28.4,0.325,1,0,2793.0,True,False,False,False
cust_000831,consumer,42,31,2,37904.46,37.2,0.311,0,1,132.8,True,True,False,False
cust_000832,smb,69,54,4,361291.18,36.8,0.168,1,0,2892.6,True,True,True,False
cust_000833,consumer,33,19,1,10294.89,34.9,0.13,1,0,2131.0,True,True,False,False
cust_000834,consumer,12,11,0,29466.82,52.8,0.18,0,1,80.7,True,False,True,False
cust_000835,consumer,30,26,2,5098.05,30.3,0.305,0,0,1794.1,True,False,True,False
cust_000836,smb,26,21,0,243796.27,34.7,0.253,0,1,55.9,True,True,False,False
cust_000837,consumer,21,20,0,11373.89,43.2,0.314,6,2,82.4,True,False,False,False
cust_000838,consumer,27,23,0,27082.56,30.6,0.201,0,0,849.0,True,True,False,False
cust_000839,consumer,39,24,1,8806.53,46.1,0.323,0,0,642.2,True,True,False,False
cust_000840,consumer,26,24,1,31300.32,35.3,0.266,0,0,1191.0,True,False,False,False
cust_000841,consumer,48,35,1,37629.5,29.5,0.374,0,0,967.8,True,True,False,False
cust_000842,smb,5,1,1,142301.4,37.8,0.157,1,1,18.8,True,True,True,False
cust_000843,consumer,2,4,1,31358.5,38.5,0.097,0,3,98.9,True,True,False,False
cust_000844,consumer,18,14,0,4885.72,31.6,0.235,0,0,1036.8,True,True,True,False
cust_000845,smb,35,23,1,231536.28,38.3,0.219,2,2,117.8,True,False,True,False
cust_000846,smb,29,19,2,89973.21,31.4,0.151,0,1,4.9,True,True,True,False
cust_000847,consumer,33,20,0,2881.31,54.7,0.356,6,2,146.8,True,False,True,False
cust_000848,consumer,4,4,0,22829.62,54.3,0.213,0,2,102.9,False,False,False,False
cust_000849,consumer,28,15,2,35629.55,54.8,0.261,0,0,1471.3,True,False,False,False
cust_000850,consumer,18,17,1,750.98,50.4,0.136,0,1,55.5,True,False,False,False
cust_000851,consumer,45,37,2,34756.1,32.1,0.216,0,0,1885.4,True,False,False,False
cust_000852,consumer,20,16,1,37174.39,45.8,0.258,3,1,5.6,True,False,True,False
cust_000853,consumer,47,37,4,34240.43,33.6,0.244,0,1,99.6,True,False,False,False
cust_000854,consumer,10,2,0,30385.95,31.2,0.19,0,3,134.6,True,True,True,False
cust_000855,consumer,26,17,0,16312.18,51.2,0.407,2,0,2573.9,True,False,True,False
cust_000856,consumer,30,22,0,1126.08,54.0,0.419,0,0,1652.1,True,False,True,False
cust_000857,consumer,47,39,2,26607.61,38.0,0.302,0,2,162.2,True,False,True,False
cust_000858,consumer,10,4,1,1684.22,33.5,0.221,0,0,279.8,True,False,True,False
cust_000859,consumer,48,33,2,24141.05,42.2,0.294,3,0,2966.9,True,False,False,False
cust_000860,consumer,8,10,0,34348.17,49.9,0.232,0,0,2879.3,True,True,False,False
cust_000861,consumer,8,4,1,9162.79,31.5,0.132,0,0,1330.7,False,True,True,False
cust_000862,consumer,21,12,0,28563.19,40.5,0.297,3,0,1249.4,True,False,False,False
cust_000863,smb,82,65,5,38247.0,26.0,0.368,0,1,28.0,True,True,False,False
cust_000864,consumer,36,25,2,16523.45,54.8,0.111,1,0,1144.6,False,True,False,False
cust_000865,smb,60,50,2,272034.27,35.4,0.411,0,0,1998.4,True,True,True,False
cust_000866,consumer,35,25,3,28651.47,31.4,0.021,6,3,31.5,True,False,False,False
cust_000867,consumer,1,0,0,8347.75,48.1,0.132,1,0,331.6,True,False,False,False
cust_000868,consumer,10,4,0,4455.45,32.5,0.264,0,2,102.8,True,True,False,False
cust_000869,consumer,33,20,1,38894.35,52.1,0.261,3,0,903.7,True,True,False,False
cust_000870,enterprise,21,14,1,4604466.53,16.2,0.42,6,0,646.4,True,True,True,False
cust_000871,consumer,17,11,0,6047.39,38.8,0.113,1,0,598.7,True,True,False,False
cust_000872,consumer,40,25,3,24138.64,34.3,0.114,0,2,127.0,True,False,False,True
cust_000873,smb,34,25,0,62878.28,31.3,0.203,1,1,127.7,True,True,False,False
cust_000874,consumer,23,12,1,10031.06,50.9,0.187,0,1,141.7,True,False,False,False
cust_000875,consumer,16,13,2,39331.92,30.2,0.24,0,0,1855.0,True,True,False,False
cust_000876,consumer,36,32,1,15344.98,42.0,0.178,2,2,97.1,True,False,False,False
cust_000877,smb,55,40,4,329807.75,36.4,0.279,0,0,2617.6,True,True,False,False
cust_000878,consumer,1,0,0,9033.56,32.9,0.132,0,0,2694.6,True,False,False,False
cust_000879,consumer,3,6,0,13318.24,46.9,0.059,0,0,2617.8,True,False,False,False
cust_000880,consumer,31,19,0,34337.53,37.0,0.304,2,0,2221.4,True,True,False,False
cust_000881,consumer,16,10,0,34311.05,41.1,0.287,0,0,671.9,True,True,True,False
cust_000882,consumer,18,9,2,30392.44,42.5,0.173,1,2,68.6,True,False,False,False
cust_000883,smb,15,13,2,341103.61,36.7,0.05,1,3,55.1,True,False,True,False
cust_000884,enterprise,12,12,0,3118609.69,27.3,0.215,0,0,882.3,True,True,False,False
cust_000885,consumer,36,34,0,8093.44,33.0,0.285,1,2,65.6,True,False,False,False
cust_000886,consumer,23,16,2,36052.09,53.3,0.224,2,3,42.2,True,True,False,False
cust_000887,consumer,30,23,2,21646.72,30.8,0.159,0,1,164.1,True,True,True,False
cust_000888,consumer,28,24,1,20136.75,39.8,0.137,0,0,2629.2,True,False,True,False
cust_000889,consumer,46,34,0,1589.29,44.1,0.391,0,0,2053.0,True,False,True,False
cust_000890,smb,67,47,3,379581.76,24.9,0.324,1,1,60.8,True,False,False,False
cust_000891,smb,26,21,1,114543.82,34.0,0.174,0,1,83.7,True,True,False,False
cust_000892,enterprise,105,76,6,4888009.51,20.1,0.418,0,0,905.6,True,True,True,False
cust_000893,consumer,5,7,0,13918.95,48.3,0.168,1,3,10.9,True,True,False,False
cust_000894,consumer,24,15,0,12597.42,49.6,0.291,1,0,1698.6,False,True,False,False
cust_000895,consumer,11,9,1,35711.75,47.1,0.13,0,1,6.1,True,False,False,False
cust_000896,smb,41,30,0,375312.35,24.2,0.332,0,0,1916.9,True,True,False,False
cust_000897,smb,16,14,0,274107.93,23.3,0.258,6,0,2423.4,True,True,False,False
cust_000898,smb,77,59,3,57536.54,32.4,0.265,1,0,1729.9,True,True,True,False
cust_000899,enterprise,115,91,5,2604157.09,20.0,0.466,0,0,1288.7,True,False,True,False
cust_000900,consumer,2,6,0,7929.12,30.4,0.114,0,0,278.3,False,True,False,False
cust_000901,smb,57,44,3,300645.23,32.5,0.357,1,2,17.5,True,False,False,False
cust_000902,consumer,13,14,1,23060.24,44.6,0.204,0,2,111.2,False,True,True,False
cust_000903,consumer,25,18,1,2267.89,31.8,0.339,3,0,1797.5,True,False,True,False
cust_000904,smb,36,30,1,175497.29,22.2,0.293,2,0,229.2,True,True,False,False
cust_000905,consumer,4,1,1,25685.08,31.1,0.083,0,0,2841.8,True,False,False,False
cust_000906,consumer,18,14,0,34292.57,35.1,0.262,0,1,34.5,True,True,False,False
cust_000907,consumer,24,17,1,7786.89,48.6,0.16,1,0,599.7,True,True,False,False
cust_000908,consumer,13,12,0,29133.95,29.2,0.241,0,0,2724.4,True,True,False,False
cust_000909,consumer,40,29,0,8176.39,45.8,0.371,0,0,1680.0,True,True,False,False
cust_000910,consumer,26,19,0,20962.87,28.5,0.244,3,1,2.0,True,True,False,False
cust_000911,smb,82,66,7,33374.18,32.9,0.286,0,0,1281.0,True,True,False,False
cust_000912,consumer,16,4,1,14133.28,54.7,0.241,0,0,1983.9,True,False,False,False
cust_000913,consumer,1,4,1,17553.6,36.1,0.146,3,1,165.9,True,False,True,False
cust_000914,smb,60,45,4,298710.73,30.9,0.233,2,0,807.5,True,True,False,False
cust_000915,consumer,29,26,0,22154.12,48.6,0.329,0,0,504.2,True,True,False,False
